ts,gpu_temp_c,max_zone_c,power_w,util_pct,mem_used_mb,governor,note
2026-08-28T11:11:35+01:00,62,79,36.58,90,1,2
2026-08-28T11:14:36+01:00,63,79,36.94,91,1,2
2026-08-28T11:17:36+01:00,63,79,36.88,90,1,2
2026-08-28T11:20:36+01:00,63,79,36.80,90,1,2
2026-08-28T11:23:36+01:00,63,79,36.81,90,1,2
2026-08-28T11:26:36+01:00,63,79,36.79,90,1,2
2026-08-28T11:29:36+01:00,63,79,42.98,90,1,2
2026-08-28T11:32:36+01:00,63,79,36.83,90,1,2
2026-08-28T11:35:36+01:00,63,79,36.81,90,1,2
2026-08-28T11:38:36+01:00,61,75,36.45,90,1,2
2026-08-28T11:41:36+01:00,68,84,38.16,90,1,2
2026-08-28T11:44:37+01:00,70,86,38.79,90,1,2
2026-08-28T11:47:37+01:00,71,88,38.99,90,1,2
2026-08-28T11:50:37+01:00,72,88,39.22,90,1,2
2026-08-28T11:53:37+01:00,72,89,39.27,90,1,2
2026-08-28T11:56:37+01:00,72,89,39.45,90,1,2
2026-08-28T11:59:37+01:00,66,82,37.83,90,1,2
2026-08-28T12:02:37+01:00,65,80,37.31,90,1,2
2026-08-28T12:05:37+01:00,64,79,37.03,90,1,2
2026-08-28T12:08:37+01:00,63,79,37.06,90,1,2
2026-08-28T12:11:37+01:00,63,78,37.09,90,1,2
2026-08-28T12:14:38+01:00,63,79,37.05,90,1,2
2026-08-28T12:17:38+01:00,64,79,36.99,90,1,2
2026-08-28T12:20:38+01:00,64,79,37.07,90,1,2
2026-08-28T12:23:38+01:00,64,79,37.21,90,1,2
2026-08-28T12:26:38+01:00,64,79,37.15,90,1,2
2026-08-28T12:29:38+01:00,64,80,37.26,90,1,2
2026-08-28T12:32:38+01:00,64,79,37.25,90,1,2
2026-08-28T12:35:38+01:00,64,80,37.32,90,1,2
2026-08-28T12:38:38+01:00,64,80,37.38,90,1,2
2026-08-28T12:41:38+01:00,64,80,37.23,90,1,2
2026-08-28T12:44:39+01:00,64,80,37.33,90,1,2
2026-08-28T12:47:39+01:00,64,80,37.36,90,1,2
2026-08-28T12:50:39+01:00,64,80,37.45,90,1,2
2026-08-28T12:53:39+01:00,64,80,37.33,90,1,2
2026-08-28T12:56:39+01:00,65,80,37.41,90,1,2
2026-08-28T12:59:39+01:00,65,80,37.39,90,1,2
2026-08-28T13:02:39+01:00,65,80,37.24,90,1,2
2026-08-28T13:05:39+01:00,65,80,37.33,90,1,2
2026-08-28T13:08:39+01:00,65,81,37.33,90,1,2
2026-08-28T13:11:39+01:00,65,80,37.34,90,1,2
2026-08-28T13:14:40+01:00,57,59,13.75,0,1,1
2026-08-28T13:17:40+01:00,51,53,12.79,0,1,1
2026-08-28T13:20:40+01:00,49,51,12.36,0,1,1
2026-08-28T13:23:40+01:00,48,50,12.19,0,1,1
2026-08-28T13:26:40+01:00,47,49,12.12,0,1,1
2026-08-28T13:29:40+01:00,47,48,11.97,0,1,1
2026-08-28T13:32:40+01:00,46,48,12.13,0,1,1
2026-08-28T13:35:40+01:00,46,48,12.17,0,1,1
2026-08-28T13:38:40+01:00,47,49,12.17,0,2,1
2026-08-28T13:41:40+01:00,46,48,12.15,0,2,1
2026-08-28T13:44:40+01:00,67,78,36.86,88,2,1
2026-08-28T13:47:40+01:00,54,58,13.28,0,2,1
2026-08-28T13:50:40+01:00,69,87,36.64,87,2,1
2026-08-28T13:53:41+01:00,54,58,13.15,0,2,1
2026-08-28T13:56:41+01:00,68,84,37.23,88,2,1
2026-08-28T13:59:41+01:00,69,79,78.33,96,2,1
2026-08-28T14:02:41+01:00,68,83,36.88,88,2,1
2026-08-28T14:05:41+01:00,53,55,13.07,0,2,1
2026-08-28T14:08:41+01:00,51,52,12.51,0,2,1
2026-08-28T14:11:41+01:00,49,51,12.20,0,2,1
2026-08-28T14:14:41+01:00,48,50,12.07,0,2,1
2026-08-28T14:17:41+01:00,76,90,61.09,88,2,1
2026-08-28T14:20:41+01:00,72,79,76.22,91,1,0
0
2026-08-28T14:23:41+01:00,74,84,80.04,91,1,0
0
2026-08-28T14:26:42+01:00,72,81,79.76,94,1,0
0
2026-08-28T14:29:42+01:00,53,54,13.01,0,0
0,0
0
2026-08-28T14:32:42+01:00,51,56,12.49,0,0
0,0
0
2026-08-28T14:35:42+01:00,51,56,12.50,0,0
0,0
0
2026-08-28T14:38:42+01:00,50,57,12.44,0,0
0,0
0
2026-08-28T14:41:42+01:00,50,58,12.36,0,0
0,0
0
2026-08-28T14:44:42+01:00,50,57,12.33,0,0
0,0
0
2026-08-28T14:47:42+01:00,49,54,12.35,0,0
0,0
0
2026-08-28T14:50:42+01:00,47,48,12.05,0,0
0,0
0
