mechanism,n_agents,seed,auction_idx,agent_idx,truthful_valuation,truthful_utility,best_misreport_bid,best_misreport_utility,regret
weighted_aggregation,5,5,54,3,0.633698,0.166948,1.267397,0.254532,0.087584
weighted_aggregation,5,5,54,4,0.587452,0.146134,1.174904,0.218451,0.072317
second_price,5,5,55,0,0.701848,0.030196,0.701848,0.030196,0.000000
second_price,5,5,55,1,0.200044,0.000000,0.050011,0.000000,0.000000
second_price,5,5,55,2,0.671652,0.000000,0.167913,0.000000,0.000000
second_price,5,5,55,3,0.394133,0.000000,0.098533,0.000000,0.000000
second_price,5,5,55,4,0.009316,0.000000,0.002329,0.000000,0.000000
weighted_aggregation,5,5,55,0,0.701848,0.180455,1.403696,0.287349,0.106894
weighted_aggregation,5,5,55,1,0.200044,0.028762,0.400088,0.033937,0.005175
weighted_aggregation,5,5,55,2,0.671652,0.170672,1.343303,0.268610,0.097938
weighted_aggregation,5,5,55,3,0.394133,0.075159,0.788266,0.101966,0.026807
weighted_aggregation,5,5,55,4,0.009316,-0.000761,0.002329,-0.000756,0.000005
second_price,5,5,56,0,0.761002,0.000000,0.190250,0.000000,0.000000
second_price,5,5,56,1,0.846411,0.014086,0.846411,0.014086,0.000000
second_price,5,5,56,2,0.044482,0.000000,0.011121,0.000000,0.000000
second_price,5,5,56,3,0.832325,0.000000,0.208081,0.000000,0.000000
second_price,5,5,56,4,0.204330,0.000000,0.051082,0.000000,0.000000
weighted_aggregation,5,5,56,0,0.761002,0.177354,1.522003,0.298920,0.121566
weighted_aggregation,5,5,56,1,0.846411,0.212557,1.692822,0.368910,0.156354
weighted_aggregation,5,5,56,2,0.044482,0.001979,0.088965,0.002058,0.000079
weighted_aggregation,5,5,56,3,0.832325,0.207489,1.664650,0.358571,0.151083
weighted_aggregation,5,5,56,4,0.204330,0.023091,0.408660,0.027480,0.004390
second_price,5,5,57,0,0.410450,0.000000,0.102612,0.000000,0.000000
second_price,5,5,57,1,0.515919,0.000000,0.128980,0.000000,0.000000
second_price,5,5,57,2,0.759593,0.217664,0.569695,0.217664,0.000000
second_price,5,5,57,3,0.040254,0.000000,0.010064,0.000000,0.000000
second_price,5,5,57,4,0.541929,0.000000,0.135482,0.000000,0.000000
weighted_aggregation,5,5,57,0,0.410450,0.073255,0.820899,0.100880,0.027625
weighted_aggregation,5,5,57,1,0.515919,0.105817,1.031837,0.155497,0.049680
weighted_aggregation,5,5,57,2,0.759593,0.197874,1.519186,0.325122,0.127247
weighted_aggregation,5,5,57,3,0.040254,0.003717,0.080509,0.003849,0.000132
weighted_aggregation,5,5,57,4,0.541929,0.111943,1.083858,0.166919,0.054976
second_price,5,5,58,0,0.477054,0.000000,0.119264,0.000000,0.000000
second_price,5,5,58,1,0.451055,0.000000,0.112764,0.000000,0.000000
second_price,5,5,58,2,0.842458,0.239160,0.631843,0.239160,0.000000
second_price,5,5,58,3,0.603298,0.000000,0.150825,0.000000,0.000000
second_price,5,5,58,4,0.406014,0.000000,0.101503,0.000000,0.000000
weighted_aggregation,5,5,58,0,0.477054,0.083525,0.954108,0.121082,0.037557
weighted_aggregation,5,5,58,1,0.451055,0.077925,0.902111,0.111085,0.033160
weighted_aggregation,5,5,58,2,0.842458,0.218006,1.684916,0.375654,0.157649
weighted_aggregation,5,5,58,3,0.603298,0.123453,1.206596,0.192665,0.069211
weighted_aggregation,5,5,58,4,0.406014,0.065256,0.812028,0.090256,0.025001
second_price,5,5,59,0,0.406073,0.000000,0.101518,0.000000,0.000000
second_price,5,5,59,1,0.098447,0.000000,0.024612,0.000000,0.000000
second_price,5,5,59,2,0.436221,0.000000,0.109055,0.000000,0.000000
second_price,5,5,59,3,0.820908,0.166388,0.820908,0.166388,0.000000
second_price,5,5,59,4,0.654521,0.000000,0.163630,0.000000,0.000000
weighted_aggregation,5,5,59,0,0.406073,0.070812,0.812147,0.097501,0.026689
weighted_aggregation,5,5,59,1,0.098447,0.011109,0.196894,0.012093,0.000984
weighted_aggregation,5,5,59,2,0.436221,0.078975,0.872442,0.110922,0.031948
weighted_aggregation,5,5,59,3,0.820908,0.220943,1.641817,0.372918,0.151975
weighted_aggregation,5,5,59,4,0.654521,0.149024,1.309042,0.236396,0.087371
second_price,5,5,60,0,0.989967,0.055250,0.989967,0.055250,0.000000
second_price,5,5,60,1,0.468114,0.000000,0.117028,0.000000,0.000000
second_price,5,5,60,2,0.034646,0.000000,0.008662,0.000000,0.000000
second_price,5,5,60,3,0.934718,0.000000,0.233679,0.000000,0.000000
second_price,5,5,60,4,0.711637,0.000000,0.177909,0.000000,0.000000
weighted_aggregation,5,5,60,0,0.989967,0.263309,1.979935,0.485552,0.222243
weighted_aggregation,5,5,60,1,0.468114,0.074829,0.936227,0.109010,0.034181
weighted_aggregation,5,5,60,2,0.034646,0.002294,0.069292,0.002366,0.000072
weighted_aggregation,5,5,60,3,0.934718,0.238160,1.869436,0.433970,0.195809
weighted_aggregation,5,5,60,4,0.711637,0.142004,1.423273,0.238443,0.096440
second_price,5,5,61,0,0.636278,0.000000,0.159070,0.000000,0.000000
second_price,5,5,61,1,0.615622,0.000000,0.153905,0.000000,0.000000
second_price,5,5,61,2,0.340911,0.000000,0.085228,0.000000,0.000000
second_price,5,5,61,3,0.362856,0.000000,0.090714,0.000000,0.000000
second_price,5,5,61,4,0.985009,0.348731,0.738757,0.348731,0.000000
weighted_aggregation,5,5,61,0,0.636278,0.127452,1.272556,0.203827,0.076376
weighted_aggregation,5,5,61,1,0.615622,0.120605,1.231244,0.190781,0.070175
weighted_aggregation,5,5,61,2,0.340911,0.048738,0.681822,0.064554,0.015817
weighted_aggregation,5,5,61,3,0.362856,0.053770,0.725712,0.072377,0.018607
weighted_aggregation,5,5,61,4,0.985009,0.281273,1.970019,0.507170,0.225897
second_price,5,5,62,0,0.236757,0.000000,0.059189,0.000000,0.000000
second_price,5,5,62,1,0.409073,0.000000,0.102268,0.000000,0.000000
second_price,5,5,62,2,0.119863,0.000000,0.029966,0.000000,0.000000
second_price,5,5,62,3,0.748837,0.328567,0.561627,0.328567,0.000000
second_price,5,5,62,4,0.420270,0.000000,0.105067,0.000000,0.000000
weighted_aggregation,5,5,62,0,0.236757,0.038126,0.473515,0.046235,0.008108
weighted_aggregation,5,5,62,1,0.409073,0.080156,0.818145,0.109603,0.029448
weighted_aggregation,5,5,62,2,0.119863,0.015399,0.239727,0.017036,0.001637
weighted_aggregation,5,5,62,3,0.748837,0.207720,1.497673,0.334602,0.126883
weighted_aggregation,5,5,62,4,0.420270,0.082629,0.840540,0.113785,0.031157
second_price,5,5,63,0,0.022975,0.000000,0.005744,0.000000,0.000000
second_price,5,5,63,1,0.584031,0.000000,0.146008,0.000000,0.000000
second_price,5,5,63,2,0.729452,0.000000,0.182363,0.000000,0.000000
second_price,5,5,63,3,0.819927,0.090475,0.819927,0.090475,0.000000
second_price,5,5,63,4,0.211261,0.000000,0.052815,0.000000,0.000000
weighted_aggregation,5,5,63,0,0.022975,0.002620,0.045949,0.002674,0.000053
weighted_aggregation,5,5,63,1,0.584031,0.122304,1.168063,0.187547,0.065243
weighted_aggregation,5,5,63,2,0.729452,0.177428,1.458904,0.290825,0.113397
weighted_aggregation,5,5,63,3,0.819927,0.217648,1.639855,0.367793,0.150146
weighted_aggregation,5,5,63,4,0.211261,0.028608,0.422522,0.034156,0.005548
second_price,5,5,64,0,0.824317,0.241636,0.618238,0.241636,0.000000
second_price,5,5,64,1,0.099200,0.000000,0.024800,0.000000,0.000000
second_price,5,5,64,2,0.138968,0.000000,0.034742,0.000000,0.000000
second_price,5,5,64,3,0.116644,0.000000,0.029161,0.000000,0.000000
second_price,5,5,64,4,0.582682,0.000000,0.145670,0.000000,0.000000
weighted_aggregation,5,5,64,0,0.824317,0.250958,1.648635,0.411116,0.160159
weighted_aggregation,5,5,64,1,0.099200,0.012430,0.198400,0.013517,0.001087
weighted_aggregation,5,5,64,2,0.138968,0.019829,0.277937,0.022273,0.002444
weighted_aggregation,5,5,64,3,0.116644,0.015632,0.233287,0.017244,0.001612
weighted_aggregation,5,5,64,4,0.582682,0.139095,1.165363,0.209298,0.070204
second_price,5,5,65,0,0.003218,0.000000,0.000804,0.000000,0.000000
second_price,5,5,65,1,0.699742,0.081197,0.699742,0.081197,0.000000
second_price,5,5,65,2,0.320670,0.000000,0.080167,0.000000,0.000000
second_price,5,5,65,3,0.618545,0.000000,0.154636,0.000000,0.000000
second_price,5,5,65,4,0.005873,0.000000,0.001468,0.000000,0.000000
weighted_aggregation,5,5,65,0,0.003218,-0.002568,0.000804,-0.002563,0.000005
weighted_aggregation,5,5,65,1,0.699742,0.194132,1.399485,0.305075,0.110943
weighted_aggregation,5,5,65,2,0.320670,0.056695,0.641340,0.072895,0.016200
weighted_aggregation,5,5,65,3,0.618545,0.157821,1.237091,0.240317,0.082496
weighted_aggregation,5,5,65,4,0.005873,-0.002228,0.001468,-0.002220,0.000008
second_price,5,5,66,0,0.476112,0.000000,0.119028,0.000000,0.000000
second_price,5,5,66,1,0.479943,0.000000,0.119986,0.000000,0.000000
second_price,5,5,66,2,0.794013,0.000000,0.198503,0.000000,0.000000
second_price,5,5,66,3,0.833191,0.039178,0.833191,0.039178,0.000000
second_price,5,5,66,4,0.012549,0.000000,0.003137,0.000000,0.000000
weighted_aggregation,5,5,66,0,0.476112,0.084465,0.952224,0.122258,0.037793
weighted_aggregation,5,5,66,1,0.479943,0.085249,0.959887,0.123691,0.038442
weighted_aggregation,5,5,66,2,0.794013,0.196994,1.588026,0.333577,0.136583
weighted_aggregation,5,5,66,3,0.833191,0.214874,1.666383,0.368387,0.153513
weighted_aggregation,5,5,66,4,0.012549,-0.001083,0.003137,-0.001074,0.000009
second_price,5,5,67,0,0.782242,0.081150,0.782242,0.081150,0.000000
second_price,5,5,67,1,0.188328,0.000000,0.047082,0.000000,0.000000
second_price,5,5,67,2,0.558811,0.000000,0.139703,0.000000,0.000000
second_price,5,5,67,3,0.701092,0.000000,0.175273,0.000000,0.000000
second_price,5,5,67,4,0.303053,0.000000,0.075763,0.000000,0.000000
weighted_aggregation,5,5,67,0,0.782242,0.197082,1.564484,0.330258,0.133175
weighted_aggregation,5,5,67,1,0.188328,0.025131,0.376656,0.029473,0.004342
weighted_aggregation,5,5,67,2,0.558811,0.110810,1.117622,0.167936,0.057126
weighted_aggregation,5,5,67,3,0.701092,0.163800,1.402184,0.266169,0.102369
weighted_aggregation,5,5,67,4,0.303053,0.045850,0.606106,0.058771,0.012921
second_price,5,5,68,0,0.948954,0.000000,0.237238,0.000000,0.000000
second_price,5,5,68,1,0.267283,0.000000,0.066821,0.000000,0.000000
second_price,5,5,68,2,0.005612,0.000000,0.001403,0.000000,0.000000
second_price,5,5,68,3,0.945498,0.000000,0.236375,0.000000,0.000000
second_price,5,5,68,4,0.978649,0.029695,0.978649,0.029695,0.000000
weighted_aggregation,5,5,68,0,0.948954,0.239176,1.897908,0.440136,0.200959
weighted_aggregation,5,5,68,1,0.267283,0.033394,0.534566,0.041968,0.008574
weighted_aggregation,5,5,68,2,0.005612,-0.000187,0.001403,-0.000186,0.000001
weighted_aggregation,5,5,68,3,0.945498,0.236692,1.890996,0.435195,0.198503
weighted_aggregation,5,5,68,4,0.978649,0.253704,1.957298,0.470019,0.216315
second_price,5,5,69,0,0.994087,0.017410,0.994087,0.017410,0.000000
second_price,5,5,69,1,0.007630,0.000000,0.001907,0.000000,0.000000
second_price,5,5,69,2,0.400944,0.000000,0.100236,0.000000,0.000000
second_price,5,5,69,3,0.860309,0.000000,0.215077,0.000000,0.000000
second_price,5,5,69,4,0.976677,0.000000,0.244169,0.000000,0.000000
weighted_aggregation,5,5,69,0,0.994087,0.260233,1.988174,0.484985,0.224752
weighted_aggregation,5,5,69,1,0.007630,-0.000571,0.001907,-0.000568,0.000003
weighted_aggregation,5,5,69,2,0.400944,0.055649,0.801887,0.077513,0.021863
weighted_aggregation,5,5,69,3,0.860309,0.194226,1.720618,0.349044,0.154819
weighted_aggregation,5,5,69,4,0.976677,0.250421,1.953355,0.465020,0.214599
second_price,5,5,70,0,0.707690,0.000000,0.176922,0.000000,0.000000
second_price,5,5,70,1,0.840306,0.132616,0.840306,0.132616,0.000000
second_price,5,5,70,2,0.401166,0.000000,0.100292,0.000000,0.000000
second_price,5,5,70,3,0.432420,0.000000,0.108105,0.000000,0.000000
second_price,5,5,70,4,0.396353,0.000000,0.099088,0.000000,0.000000
weighted_aggregation,5,5,70,0,0.707690,0.159846,1.415379,0.262534,0.102688
weighted_aggregation,5,5,70,1,0.840306,0.215863,1.680611,0.372107,0.156244
weighted_aggregation,5,5,70,2,0.401166,0.064805,0.802332,0.089362,0.024557
weighted_aggregation,5,5,70,3,0.432420,0.072229,0.864839,0.101739,0.029510
weighted_aggregation,5,5,70,4,0.396353,0.064245,0.792706,0.088295,0.024050
second_price,5,5,71,0,0.326212,0.000000,0.081553,0.000000,0.000000
second_price,5,5,71,1,0.547748,0.000000,0.136937,0.000000,0.000000
second_price,5,5,71,2,0.504525,0.000000,0.126131,0.000000,0.000000
second_price,5,5,71,3,0.165427,0.000000,0.041357,0.000000,0.000000
second_price,5,5,71,4,0.778448,0.230701,0.583836,0.230701,0.000000
weighted_aggregation,5,5,71,0,0.326212,0.054196,0.652424,0.070467,0.016271
weighted_aggregation,5,5,71,1,0.547748,0.115370,1.095495,0.172718,0.057347
weighted_aggregation,5,5,71,2,0.504525,0.101900,1.009051,0.148865,0.046965
weighted_aggregation,5,5,71,3,0.165427,0.022319,0.330854,0.025664,0.003345
weighted_aggregation,5,5,71,4,0.778448,0.204597,1.556897,0.338716,0.134119
second_price,5,5,72,0,0.385745,0.000000,0.096436,0.000000,0.000000
second_price,5,5,72,1,0.390627,0.000000,0.097657,0.000000,0.000000
second_price,5,5,72,2,0.356692,0.000000,0.089173,0.000000,0.000000
second_price,5,5,72,3,0.062347,0.000000,0.015587,0.000000,0.000000
second_price,5,5,72,4,0.980801,0.590173,0.490400,0.590173,0.000000
weighted_aggregation,5,5,72,0,0.385745,0.067069,0.771491,0.090879,0.023811
weighted_aggregation,5,5,72,1,0.390627,0.066563,0.781254,0.090491,0.023928
weighted_aggregation,5,5,72,2,0.356692,0.058195,0.713383,0.077299,0.019105
weighted_aggregation,5,5,72,3,0.062347,0.004945,0.124694,0.005219,0.000274
weighted_aggregation,5,5,72,4,0.980801,0.321007,1.961601,0.552930,0.231923
second_price,5,5,73,0,0.656303,0.194510,0.492227,0.194510,0.000000
second_price,5,5,73,1,0.169775,0.000000,0.042444,0.000000,0.000000
second_price,5,5,73,2,0.448464,0.000000,0.112116,0.000000,0.000000
second_price,5,5,73,3,0.187467,0.000000,0.046867,0.000000,0.000000
second_price,5,5,73,4,0.461793,0.000000,0.115448,0.000000,0.000000
weighted_aggregation,5,5,73,0,0.656303,0.165787,1.312606,0.257866,0.092078
weighted_aggregation,5,5,73,1,0.169775,0.023482,0.339551,0.027033,0.003552
weighted_aggregation,5,5,73,2,0.448464,0.093250,0.896928,0.130539,0.037289
weighted_aggregation,5,5,73,3,0.187467,0.027680,0.374934,0.032312,0.004632
weighted_aggregation,5,5,73,4,0.461793,0.096576,0.923585,0.136271,0.039695
second_price,5,5,74,0,0.047634,0.000000,0.011909,0.000000,0.000000
second_price,5,5,74,1,0.003981,0.000000,0.000995,0.000000,0.000000
second_price,5,5,74,2,0.520168,0.000000,0.130042,0.000000,0.000000
second_price,5,5,74,3,0.954316,0.434148,0.715737,0.434148,0.000000
second_price,5,5,74,4,0.274599,0.000000,0.068650,0.000000,0.000000
weighted_aggregation,5,5,74,0,0.047634,0.003114,0.095269,0.003244,0.000130
weighted_aggregation,5,5,74,1,0.003981,-0.001010,0.000995,-0.001007,0.000003
weighted_aggregation,5,5,74,2,0.520168,0.111195,1.040337,0.162652,0.051457
weighted_aggregation,5,5,74,3,0.954316,0.322330,1.908632,0.542757,0.220427
weighted_aggregation,5,5,74,4,0.274599,0.043950,0.549199,0.054856,0.010906
second_price,5,5,75,0,0.495109,0.000000,0.123777,0.000000,0.000000
second_price,5,5,75,1,0.495185,0.000076,0.495185,0.000076,0.000000
second_price,5,5,75,2,0.408444,0.000000,0.102111,0.000000,0.000000
second_price,5,5,75,3,0.181549,0.000000,0.045387,0.000000,0.000000
second_price,5,5,75,4,0.092263,0.000000,0.023066,0.000000,0.000000
weighted_aggregation,5,5,75,0,0.495109,0.111925,0.990218,0.159898,0.047974
weighted_aggregation,5,5,75,1,0.495185,0.112251,0.990369,0.160371,0.048120
weighted_aggregation,5,5,75,2,0.408444,0.084500,0.816888,0.114822,0.030322
weighted_aggregation,5,5,75,3,0.181549,0.029196,0.363098,0.033866,0.004671
weighted_aggregation,5,5,75,4,0.092263,0.012889,0.184527,0.013926,0.001037
second_price,5,5,76,0,0.799014,0.035658,0.799014,0.035658,0.000000
second_price,5,5,76,1,0.735886,0.000000,0.183972,0.000000,0.000000
second_price,5,5,76,2,0.763356,0.000000,0.190839,0.000000,0.000000
second_price,5,5,76,3,0.651925,0.000000,0.162981,0.000000,0.000000
second_price,5,5,76,4,0.343564,0.000000,0.085891,0.000000,0.000000
weighted_aggregation,5,5,76,0,0.799014,0.176387,1.598027,0.306872,0.130485
weighted_aggregation,5,5,76,1,0.735886,0.152291,1.471772,0.258033,0.105742
weighted_aggregation,5,5,76,2,0.763356,0.163492,1.526712,0.280355,0.116864
weighted_aggregation,5,5,76,3,0.651925,0.125484,1.303850,0.204046,0.078561
weighted_aggregation,5,5,76,4,0.343564,0.047360,0.687127,0.063051,0.015691
second_price,5,5,77,0,0.278255,0.000000,0.069564,0.000000,0.000000
second_price,5,5,77,1,0.091957,0.000000,0.022989,0.000000,0.000000
second_price,5,5,77,2,0.762875,0.073756,0.762875,0.073756,0.000000
second_price,5,5,77,3,0.121185,0.000000,0.030296,0.000000,0.000000
second_price,5,5,77,4,0.689119,0.000000,0.172280,0.000000,0.000000
weighted_aggregation,5,5,77,0,0.278255,0.046314,0.556510,0.057975,0.011661
weighted_aggregation,5,5,77,1,0.091957,0.011440,0.183914,0.012372,0.000932
weighted_aggregation,5,5,77,2,0.762875,0.210757,1.525750,0.342531,0.131774
weighted_aggregation,5,5,77,3,0.121185,0.015828,0.242369,0.017536,0.001707
weighted_aggregation,5,5,77,4,0.689119,0.177140,1.378238,0.280667,0.103527
second_price,5,5,78,0,0.362800,0.000000,0.090700,0.000000,0.000000
second_price,5,5,78,1,0.048200,0.000000,0.012050,0.000000,0.000000
second_price,5,5,78,2,0.599536,0.000000,0.149884,0.000000,0.000000
second_price,5,5,78,3,0.030525,0.000000,0.007631,0.000000,0.000000
second_price,5,5,78,4,0.641755,0.042219,0.641755,0.042219,0.000000
weighted_aggregation,5,5,78,0,0.362800,0.069232,0.725599,0.091559,0.022327
weighted_aggregation,5,5,78,1,0.048200,0.005854,0.096400,0.006099,0.000245
weighted_aggregation,5,5,78,2,0.599536,0.146956,1.199073,0.221813,0.074857
weighted_aggregation,5,5,78,3,0.030525,0.002575,0.061051,0.002643,0.000068
weighted_aggregation,5,5,78,4,0.641755,0.166082,1.283510,0.255246,0.089165
second_price,5,5,79,0,0.244645,0.000000,0.061161,0.000000,0.000000
second_price,5,5,79,1,0.020445,0.000000,0.005111,0.000000,0.000000
second_price,5,5,79,2,0.439866,0.000000,0.109966,0.000000,0.000000
second_price,5,5,79,3,0.552470,0.000000,0.138118,0.000000,0.000000
second_price,5,5,79,4,0.813747,0.261277,0.610311,0.261277,0.000000
weighted_aggregation,5,5,79,0,0.244645,0.035818,0.489290,0.043771,0.007952
weighted_aggregation,5,5,79,1,0.020445,0.001140,0.040890,0.001160,0.000020
weighted_aggregation,5,5,79,2,0.439866,0.084304,0.879732,0.117981,0.033677
weighted_aggregation,5,5,79,3,0.552470,0.119149,1.104941,0.177954,0.058805
weighted_aggregation,5,5,79,4,0.813747,0.232311,1.627495,0.385031,0.152720
second_price,5,5,80,0,0.563850,0.000000,0.140963,0.000000,0.000000
second_price,5,5,80,1,0.771359,0.000000,0.192840,0.000000,0.000000
second_price,5,5,80,2,0.924197,0.152838,0.924197,0.152838,0.000000
second_price,5,5,80,3,0.504445,0.000000,0.126111,0.000000,0.000000
second_price,5,5,80,4,0.167533,0.000000,0.041883,0.000000,0.000000
weighted_aggregation,5,5,80,0,0.563850,0.102537,1.127700,0.157592,0.055055
weighted_aggregation,5,5,80,1,0.771359,0.177118,1.542718,0.301376,0.124258
weighted_aggregation,5,5,80,2,0.924197,0.248752,1.848394,0.443681,0.194930
weighted_aggregation,5,5,80,3,0.504445,0.087280,1.008891,0.129389,0.042110
weighted_aggregation,5,5,80,4,0.167533,0.020085,0.335066,0.023209,0.003124
second_price,5,5,81,0,0.247319,0.000000,0.061830,0.000000,0.000000
second_price,5,5,81,1,0.560569,0.000000,0.140142,0.000000,0.000000
second_price,5,5,81,2,0.040873,0.000000,0.010218,0.000000,0.000000
second_price,5,5,81,3,0.092467,0.000000,0.023117,0.000000,0.000000
second_price,5,5,81,4,0.858261,0.297692,0.643696,0.297692,0.000000
weighted_aggregation,5,5,81,0,0.247319,0.038756,0.494638,0.047371,0.008614
weighted_aggregation,5,5,81,1,0.560569,0.126741,1.121139,0.188966,0.062225
weighted_aggregation,5,5,81,2,0.040873,0.003790,0.081746,0.003926,0.000135
weighted_aggregation,5,5,81,3,0.092467,0.011319,0.184934,0.012243,0.000924
weighted_aggregation,5,5,81,4,0.858261,0.265250,1.716522,0.438876,0.173625
second_price,5,5,82,0,0.357361,0.000000,0.089340,0.000000,0.000000
second_price,5,5,82,1,0.052304,0.000000,0.013076,0.000000,0.000000
second_price,5,5,82,2,0.106691,0.000000,0.026673,0.000000,0.000000
second_price,5,5,82,3,0.804806,0.058386,0.804806,0.058386,0.000000
second_price,5,5,82,4,0.746420,0.000000,0.186605,0.000000,0.000000
weighted_aggregation,5,5,82,0,0.357361,0.060062,0.714722,0.079699,0.019637
weighted_aggregation,5,5,82,1,0.052304,0.002632,0.104608,0.002753,0.000122
weighted_aggregation,5,5,82,2,0.106691,0.009952,0.213382,0.010900,0.000949
weighted_aggregation,5,5,82,3,0.804806,0.221749,1.609612,0.367837,0.146088
weighted_aggregation,5,5,82,4,0.746420,0.195250,1.492839,0.318121,0.122871
second_price,5,5,83,0,0.869217,0.078968,0.869217,0.078968,0.000000
second_price,5,5,83,1,0.790250,0.000000,0.197562,0.000000,0.000000
second_price,5,5,83,2,0.585259,0.000000,0.146315,0.000000,0.000000
second_price,5,5,83,3,0.177882,0.000000,0.044471,0.000000,0.000000
second_price,5,5,83,4,0.357438,0.000000,0.089359,0.000000,0.000000
weighted_aggregation,5,5,83,0,0.869217,0.227413,1.738435,0.396865,0.169452
weighted_aggregation,5,5,83,1,0.790250,0.189730,1.580499,0.323015,0.133285
weighted_aggregation,5,5,83,2,0.585259,0.113189,1.170519,0.175416,0.062227
weighted_aggregation,5,5,83,3,0.177882,0.022577,0.355764,0.026293,0.003716
weighted_aggregation,5,5,83,4,0.357438,0.054446,0.714875,0.072871,0.018425
second_price,5,5,84,0,0.948684,0.299271,0.711513,0.299271,0.000000
second_price,5,5,84,1,0.641420,0.000000,0.160355,0.000000,0.000000
second_price,5,5,84,2,0.514570,0.000000,0.128642,0.000000,0.000000
second_price,5,5,84,3,0.605879,0.000000,0.151470,0.000000,0.000000
second_price,5,5,84,4,0.649413,0.000000,0.162353,0.000000,0.000000
weighted_aggregation,5,5,84,0,0.948684,0.243201,1.897368,0.444566,0.201365
weighted_aggregation,5,5,84,1,0.641420,0.121741,1.282839,0.197197,0.075457
weighted_aggregation,5,5,84,2,0.514570,0.084393,1.029139,0.126771,0.042377
weighted_aggregation,5,5,84,3,0.605879,0.108996,1.211758,0.173090,0.064094
weighted_aggregation,5,5,84,4,0.649413,0.122862,1.298826,0.199872,0.077010
second_price,5,5,85,0,0.037830,0.000000,0.009458,0.000000,0.000000
second_price,5,5,85,1,0.712313,0.032053,0.712313,0.032053,0.000000
second_price,5,5,85,2,0.099189,0.000000,0.024797,0.000000,0.000000
second_price,5,5,85,3,0.680259,0.000000,0.170065,0.000000,0.000000
second_price,5,5,85,4,0.298230,0.000000,0.074557,0.000000,0.000000
weighted_aggregation,5,5,85,0,0.037830,0.002630,0.075660,0.002717,0.000087
weighted_aggregation,5,5,85,1,0.712313,0.185968,1.424625,0.295685,0.109717
weighted_aggregation,5,5,85,2,0.099189,0.011035,0.198379,0.012002,0.000967
weighted_aggregation,5,5,85,3,0.680259,0.175486,1.360518,0.275771,0.100285
weighted_aggregation,5,5,85,4,0.298230,0.048948,0.596460,0.062082,0.013134
second_price,5,5,86,0,0.620750,0.024960,0.620750,0.024960,0.000000
second_price,5,5,86,1,0.595790,0.000000,0.148947,0.000000,0.000000
second_price,5,5,86,2,0.312811,0.000000,0.078203,0.000000,0.000000
second_price,5,5,86,3,0.188098,0.000000,0.047025,0.000000,0.000000
second_price,5,5,86,4,0.163792,0.000000,0.040948,0.000000,0.000000
weighted_aggregation,5,5,86,0,0.620750,0.150154,1.241500,0.229811,0.079657
weighted_aggregation,5,5,86,1,0.595790,0.141552,1.191580,0.214216,0.072664
weighted_aggregation,5,5,86,2,0.312811,0.055255,0.625622,0.070763,0.015509
weighted_aggregation,5,5,86,3,0.188098,0.028189,0.376196,0.032916,0.004727
weighted_aggregation,5,5,86,4,0.163792,0.023020,0.327583,0.026373,0.003352
second_price,5,5,87,0,0.688377,0.251885,0.516283,0.251885,0.000000
second_price,5,5,87,1,0.022534,0.000000,0.005634,0.000000,0.000000
second_price,5,5,87,2,0.436492,0.000000,0.109123,0.000000,0.000000
second_price,5,5,87,3,0.095730,0.000000,0.023933,0.000000,0.000000
second_price,5,5,87,4,0.061132,0.000000,0.015283,0.000000,0.000000
weighted_aggregation,5,5,87,0,0.688377,0.201361,1.376754,0.309932,0.108570
weighted_aggregation,5,5,87,1,0.022534,0.002793,0.045068,0.002847,0.000054
weighted_aggregation,5,5,87,2,0.436492,0.098999,0.872983,0.136045,0.037046
weighted_aggregation,5,5,87,3,0.095730,0.014350,0.191461,0.015536,0.001186
weighted_aggregation,5,5,87,4,0.061132,0.009032,0.122264,0.009507,0.000475
second_price,5,5,88,0,0.493696,0.000000,0.123424,0.000000,0.000000
second_price,5,5,88,1,0.990544,0.052418,0.990544,0.052418,0.000000
second_price,5,5,88,2,0.062099,0.000000,0.015525,0.000000,0.000000
second_price,5,5,88,3,0.149312,0.000000,0.037328,0.000000,0.000000
second_price,5,5,88,4,0.938126,0.000000,0.234531,0.000000,0.000000
weighted_aggregation,5,5,88,0,0.493696,0.087041,0.987392,0.127922,0.040880
weighted_aggregation,5,5,88,1,0.990544,0.289306,1.981087,0.519257,0.229951
weighted_aggregation,5,5,88,2,0.062099,0.004629,0.124198,0.004889,0.000260
weighted_aggregation,5,5,88,3,0.149312,0.016685,0.298624,0.018983,0.002297
weighted_aggregation,5,5,88,4,0.938126,0.259618,1.876252,0.461915,0.202297
second_price,5,5,89,0,0.879473,0.120131,0.879473,0.120131,0.000000
second_price,5,5,89,1,0.398099,0.000000,0.099525,0.000000,0.000000
second_price,5,5,89,2,0.209129,0.000000,0.052282,0.000000,0.000000
second_price,5,5,89,3,0.537097,0.000000,0.134274,0.000000,0.000000
second_price,5,5,89,4,0.759342,0.000000,0.189836,0.000000,0.000000
weighted_aggregation,5,5,89,0,0.879473,0.230111,1.758947,0.402298,0.172187
weighted_aggregation,5,5,89,1,0.398099,0.061505,0.796197,0.084711,0.023206
weighted_aggregation,5,5,89,2,0.209129,0.024025,0.418259,0.028697,0.004672
weighted_aggregation,5,5,89,3,0.537097,0.098396,1.074194,0.148269,0.049873
weighted_aggregation,5,5,89,4,0.759342,0.175171,1.518685,0.294609,0.119439
